id,cs,texto
740,0,"?? #EXCLUSIVA | De las últimas 500 pruebas rápidas de covid-19 solo cuatro resultaron positivas al coronavirus"""" dice el alcalde. Los detalles ?? https://t.co/XRbtXDwnSu"
741,0,"Según el director de Emergencias Médicas de la #OMS"""" Michael Ryan"""" en las pasadas 24 horas"""" cinco de los diez países que más cantidad de casos del #coronavirus han reportado se ubican en las Américas. ? https://t.co/g279DGr9Fr https://t.co/m9kgpnSTWN"
742,0,Ecuador registra 3438 muertos por coronavirus y 2201 fallecidos probables por COVID-19 -&gt
743,0,"España no tuvo ningún muerto de coronavirus por segundo día consecutivo desde que estalló la pandemia de COVID-19 y el número total de defunciones se mantiene en 27.127"""" informó este martes el Ministerio de Sanidad. https://t.co/ph9IDQxNSV"
744,0,@SATANASELMEJOR El dios tiene su propósito por haber enviado el coronavirus covid-19 Y nadie puede pararse en la mitad con oraciones pidiendo que desaparezca la pademia Si es el propósito de dios no hay que interrumpir Pero los creyentes religiosos lo h
745,0,@piensalibr3 El dios tiene su propósito por haber enviado el coronavirus covid-19 Y nadie puede pararse en la mitad con oraciones pidiendo que desaparezca la pademia Si es el propósito de dios no hay que interrumpir Pero los creyentes religiosos lo hace
746,0,El dios tiene su propósito por haber enviado el coronavirus covid-19 Y nadie puede pararse en la mitad con oraciones pidiendo que desaparezca la pademia Si es el propósito de dios no hay que interrumpir Pero los creyentes religiosos lo hacen y molestan a la vecindad....!!!!!
747,0,"En los últimos meses hemos escuchado"""" en forma reiterada"""" los términos: cuarentena"""" aislamiento y distanciamiento"""" como medidas que debe cumplir la comunidad para manejar la emergencia sanitaria causada por la covid-19.  https://t.co/dUwTVqDJso https://t.co/4DTwZld2JI"
748,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/LCQ9wdEpwF"
749,0,BBC News Mundo - Coronavirus: qué es la inmunidad cruzada y por qué puede ser clave en la lucha contra el covid-19 https://t.co/esTMvJbFJl
750,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/vWJ29VIHpK"
751,0,“Pusieron al mundo en peligro”: el mensaje de Anonymous ante la OMS [VIDEO] https://t.co/BxFwp97mKd a través de @tuitdepor
752,0,Ir al #supermercado por las compras de la semana es el deporte más extremo ahora... Tipo The Walking Dead. Como que serie les parece cuando van al supermercado?  #coronavirus #Covid_19 #Dia78
753,0,#EMERGENCIA | #COVID_19 Abuelita de 103 años venció al #coronavirus tras una dura batalla y lo celebró con una cerveza bien helada.  https://t.co/3cyhcA5R6L
754,0,[#LOÚLTIMO CORONAVIRUS EN EL PERÚ]  Esta es la situación del coronavirus #COVID19 en Perú hasta las 00:00 horas del 1 de junio. #PerúEstáEnNuestrasManos. Más información: https://t.co/uIghaITLEn  Sala situacional:… https://t.co/NdPO0WpIr1
755,0,Por qué no nos muestran las autopsias? es injusto que digan que todos mueren por coronavirus. #nomascuarentena #Covid_19 #anonymus https://t.co/hq4Powic3f
756,0,"BBC News Mundo - Coronavirus en Perú | """"""""Se van a morir a sus casas porque no tenemos camas"""""""": la desesperada situación que se vive en la región peruana de Loreto por el covid-19 https://t.co/pidO6Iq1D6"
757,0,Coordinador @MD_FranciscoPG y Directora Distrital @Ruthquin2 recorren el Centro de aislamiento temporal para pacientes #Covid_19. Constataron atenciÃ³n en CS #SamborondÃ³n y recorrieron el albergue que recibirÃ¡ pacientes con problemas respiratorios o sospechosos de coronavirus. https://t.co/ziildPmuUQ
758,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
759,0,#Actualidad | #Ecuador alcanza los 36.258 contagios y 3.096 muertos por #coronavirus &gt
760,0,Laboratorios de cuatro universidades de Ecuador serÃ¡n repotenciados para procesar pruebas de covid-19 Este contenido ha sido publicado originalmente por Diario EL COMERCIO en la siguiente direcciÃ³n: https://t.co/0F5aFduLMX. https://t.co/ImLGTSOkh9
761,0,Que pasÃ³??? diosito no les protegiÃ³ ni porque se le fueron a arrodillar pidiendo que los proteja??? Parece chiste pero es anÃ©cdota. #Covid_19 #coronavirus Abran primero las iglesias. https://t.co/V2wUQLWP3n
762,0,ðŸ›‘ ALERTA AmazonÃ­a: Zona roja de contagios de covid-19 podrÃ­a sufrir un â€œimpacto desproporcionadoâ€. Los corresponsales de @CNNEE en Brasil
763,0,La OMS ha propuesto abreviaciÃ³nÂ COVID-19(COronaVIrusÂ +Â Disease +Â [20]19).Se usa en masculino (el COVID) por influjo dl gÃ©nero dÂ coronavirusÂ y d otras enfermedades vÃ­ricas. Aunq el uso en femenino (la COVID) estÃ¡ justificado porÂ ser enfermedad letal. Patriarcado lo hizo de nuevo https://t.co/Rz91zbzbJi
764,0,#ATENCIÃ“N | #MUCHO_CUIDADO! La #hidroxicloroquina y la #cloroquina aumentan el riesgo de #muerte en los enfermos por #coronavirus. https://t.co/Rmw4UH31jW
765,0,"@EverestT8 Seguramente errÃ© en la expresiÃ³n ""fase aguda"",me referÃ­a a la duraciÃ³n de la enfermedad por la acciÃ³n del virus https://t.co/lNrnPUBwsV â€º I...PDF INFORMACIÃ“N CIENTÃFICA-TÃ‰CNICA Enfermedad por coronavirus, COVID-1"
766,0,#URGENTE Â¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19! (AQUÃ LOS DETALLES) https://t.co/7E1QYda2OK https://t.co/yj2RAx7g5A
767,0,"""... En algunas personas, las infecciones pasadas con coronavirus tÃ­picos del resfriado podrÃ­an dar lugar a una inmunidad cruzada y conferirles asÃ­ cierta protecciÃ³n"" Pero pongamos de nuestra parte, cuidÃ©monos #SiSePuede ðŸ‡ªðŸ‡¨ ðŸ‘‡https://t.co/s78jE4DfwB a travÃ©s de @agencia_sinc,"
768,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
769,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
770,0,-Please Rt- En Guayaquil Tengo dos ampollas de #ACTEMRA  que me sobraron del tratamiento de mis padres.  Estuvieron en frÃ­o todo el tiempo. Ws# 0962564528#Covid19Ec #COVIDãƒ¼19 #COVID__19 #coronavirus
771,0,#�NOMBRE?
772,0,Machala cambiarÃ¡ a semÃ¡foro amarillo el martes 26 de mayo
773,0,La investigaciÃ³n demostrÃ³ que el tratamiento con estos medicamentos estÃ¡ relacionado con un mayor riesgo de complicaciones graves del ritmo cardÃ­aco. https://t.co/XJk7laubSK
774,0,El 94% del incremento de defunciones en el Ecuador durante la emergencia sanitaria se dio en dos provincias. En otras cinco
775,0,-Please Rt- En Guayaquil Tengo dos ampollas de #ACTEMRA  que me sobraron del tratamiento de mis padres.  Estuvieron en frÃ­o todo el tiempo. Ws# 0962564528 #Covid19Ec #COVIDãƒ¼19 #COVID__19 #coronavirus
776,0,#Sucesos #HUAQUILLAS\nHUAQUILLAS.- La curva descendente de infecciones por coronavirus ha dado un giro tras detectarse importantes focos de contagio en dos sectores de Huaquillas. Leer mÃ¡s https://t.co/5nT2NSia0o https://t.co/Du1xuqNHJY
777,0,-Please Rt- En Guayaquil Tengo dos ampollas de #ACTEMRA  que me sobraron del tratamiento de mis padres. Estuvieron en frÃ­o todo el tiempo. Ws# 0962564528 #Covid19Ec #COVIDãƒ¼19 #COVID__19 #coronavirus
778,0,SalÃ­ y caminÃ© 2km sii solo 2km y me estoy muriendo ya me duele todo y no por el covid ðŸ˜–ðŸ˜–. Tantos dÃ­as de cuarentena ya me oxidaron ðŸ˜© #coronavirus #covid
779,0,#ECUADOR INICIÃ“ EL PARO EN MEDIO DE LA PANDEMIA DEL #COVID_19 Cientos de ecuatorianos vencieron el miedo de contagiarse de coronavirus y salieron a las calles para que no se den mÃ¡s despidos en el sector pÃºblico yâ€¦ https://t.co/FdpmpCZ5Zd
780,0,Expertos seÃ±alaron que la probabilidad de que el #COVID19 entre en el sistema de climatizaciÃ³n o extracciÃ³n de aire y se difunda por los conductos es muy baja. https://t.co/4N6LttviDr
781,0,Expertos seÃ±alaron que la probabilidad de que el #COVID19 entre en el sistema de climatizaciÃ³n o extracciÃ³n de aire y se difunda por los conductos es muy baja. |https://t.co/4N6LttviDr
782,0,Coronavirus | De enfermedad respiratoria a multisistÃ©mica: cÃ³mo en pocas semanas cambiÃ³ radicalmente lo que sabemos sobre la covid-19 https://t.co/fvv9KS1cow
783,0,Â¡A PRUEBA DE TODO TIPO DE PLAGA! âš ï¸ðŸ¦¸â€â™‚ï¸Â¡DESINFECTAMOS TUS ESPACIOS Y VEHÃCULOS! -- Â¡EVITA MOLESTIAS A FUTURO! 16 aÃ±os en servicio para su tranquilidadðŸ  â€¢ Inf. 0982434333ðŸ“žðŸ’¬Â #coronavirus #Covid_19 #Samborondon #Ecuador #guayaquil #fumigacionguayaquil #desinfeccionguayaquil https://t.co/Pi2pWV8q5P
784,0,#URGENTE  Â¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19! (AQUÃ LOS DETALLES) https://t.co/VDA5Iyy6tA https://t.co/VM3U3mMUtT
785,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
786,0,#URGENTE Â¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19! (AQUÃ LOS DETALLES)https://t.co/VDA5Iyy6tA https://t.co/VM3U3mMUtT
787,0,Coronavirus | De enfermedad respiratoria a multisistÃ©mica: cÃ³mo en pocas semanas cambiÃ³ radicalmente lo que sabemos sobre laÂ covid-19 https://t.co/asyoIN3nue
788,0,Coronavirus: QuÃ© es  un virus endÃ©mico
789,0,Al permanecer todo el dÃ­a en casa por la emergencia sanitaria del #Covid_19
790,0,#URGENTE Â¡PRESIDENTE DE UN CLUB ECUATORIANO SE ENCUENTRA INTERNADO DEBIDO AL COVID-19! (AQUÃ LOS DETALLES) https://t.co/VDA5Iyy6tA https://t.co/9EUoCj7zyd
791,0,Â¡A PRUEBA DE TODO TIPO DE PLAGA! âš ï¸ðŸ¦¸â€â™‚ï¸Â¡DESINFECTAMOS TUS ESPACIOS Y VEHÃCULOS!-- Â¡EVITA MOLESTIAS A FUTURO! 16 aÃ±os en servicio para su tranquilidadðŸ  â€¢ Inf. 0982434333ðŸ“žðŸ’¬Â #coronavirus #Covid_19 #Samborondon #Ecuador #guayaquil #fumigacionguayaquil #desinfeccionguayaquil https://t.co/Pi2pWV8q5P
792,0,"BBC News Mundo - Coronavirus: quÃ© lecciones nos dejÃ³ el sida, la ""peor pandemia de finales del siglo XX"", para hacer frente al covid-19 https://t.co/7oVJkezqym,"
793,0,Evita escuchar y compartir audios y noticias de fuentes dudosas o falsas que puedan generar ansiedad o temor. InfÃ³rmate de fuentes oficiales como @opsoms y @MINSAPma. #RespuestaCOVIDãƒ¼19 #Covid_19 #COVIDãƒ¼19 #coronavirus https://t.co/jpHZ9GZXFv
794,0,Coronavirus | De enfermedad respiratoria a multisistÃ©mica: cÃ³mo en pocas semanas cambiÃ³ radicalmente lo que sabemos sobre la covid-19 https://t.co/Fik4CF2rRI
795,0,#Ecuador #Covid19Ec  â–ªï¸Ž A falta de vacunas
796,0,El ComitÃ© Especial de Emergencia por Coronavirus en #Guayaquil hizo la donaciÃ³n de 1.500 mascarillas y 250 tratamientos a #Cuenca el Alcalde @pedropalaciosu entregÃ³ estos implementos a la @emac_ep para el uso y protecciÃ³n de su personal. #Noticias #Covid_19 @DoraOrdonezC https://t.co/ulfkQlUHag
797,0,ðŸ”´#ACTUALIZACIÃ“N l Estas son las cifras en torno al #coronavirus en #Ecuador ðŸ›‘ 37355 casos confirmados ðŸ›‘ 3203 fallecidos por #covid-19 ðŸ›‘  2026 fallecidos con sospecha âœ…  3560 recuperados  âœ… 3946 con alta hospitalaria âœ… 10497 con alta epidemiolÃ³gica #SomosTuVozTv https://t.co/GOjXB07fld
798,0,ðŸ”´#ACTUALIZACIÃ“N l Estas son las cifras en torno al #coronavirus en #Ecuador ðŸ›‘ 37355 casos confirmados ðŸ›‘ 3203 fallecidos por #covid-19 ðŸ›‘  2026 fallecidos con sospecha âœ…  3560 recuperados âœ… 3946 con alta hospitalaria âœ… 10497 con alta epidemiolÃ³gica #SomosTuVozTv https://t.co/GOjXB07fld
799,0,TÃº vida no cambia tanto en cuarentena cuando antes solo trabajas y entrenabas ðŸ›¹ðŸ¤·ðŸ½â€â™‚ï¸ #Quito #Ecuador #quedateencasa #cuarentena #coronavirus #Covid_19 #mipais
800,0,Y por si aÃºn hay dudas en esta noticia de hace un mes nos dicen que solo debes aislarte 7 dÃ­as mÃ¡s del Ãºltimo sÃ­ntoma. Y que no cuenta la tos porque eso puede durar semanas. https://t.co/imCazKibUj
801,0,Fin del confinamiento por coronavirus: quÃ© puedes hacer para evitar contagiarte de covid-19 https://t.co/1MgLirruKx
802,0,Coronavirus en EspaÃ±a: las colas del hambre por la crisis de la covid-19 inundan Madrid https://t.co/qyuS4DRjnz
803,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
804,0,Coronavirus en EspaÃ±a: las colas del hambre por la crisis de la covid-19 inundan Madrid https://t.co/7t63g7cQNL
805,0,"""Coronavirus: la emotiva portada de The New York Times con los nombres de las casi 100.000 vÃ­ctimas de covid-19 en Estados Unidos"": https://t.co/fcr7JY2StY,"
806,0,#EmergenciaEc #Covid19Ec â–ªï¸Ž #Ecuador suma mÃ¡s de 500 contagios y 12 muertos por #coronavirus en un dÃ­a &gt
807,0,GestiÃ³n de la pandemia: una comparaciÃ³n entre Estados Unidos y EspaÃ±a. La crisis de la covid-19 no se puede analizar solo como un problema econÃ³mico
808,0,Fin del confinamiento por coronavirus: quÃ© puedes hacer para evitar contagiarte de COVID-19.  â–º https://t.co/0Pp5cx5iDA https://t.co/aczSlhX4pL
809,0,El coronavirus COVID-19 es solo la 'punta del iceberg' de los virus que pueden afectar al ser humano
810,0,#CIENCIA | Enfermos con sÃ­ntomas leves tambiÃ©n desarrollarÃ­an inmunidad contra el coronavirus
811,0,"Andrea Bocelli tuvo coronavirus, donÃ³ plasma y criticÃ³ el miedo al COVID-19 ""como si fuera lepraâ€ - Infobae https://t.co/HBEzofhYe5,"
812,0,Coronavirus | De enfermedad respiratoria a multisistÃ©mica: cÃ³mo en pocas semanas cambiÃ³ radicalmente lo que sabemos sobre el COVID-19. â–º https://t.co/XQ1XNPeJQe https://t.co/t3ih30F5cH
813,0,#CIENCIA | Enfermos con sÃ­ntomas leves tambiÃ©n desarrollarÃ­an inmunidad contra el coronavirus
814,0,#Coronavirus | Brasil volviÃ³ a registrar mÃ¡s de 1.000 nuevas muertes por #Covid_19 y el total asciende a 25.599 â–¶ï¸ https://t.co/ZtZ1XxvMRf https://t.co/hwUCvQtxIb
815,0,El coronavirus no solo es una crisis de salud
816,0,âš ï¸ #SabÃ­as que 1 de cada 3 mujeres en AmÃ©rica Latina y el Caribe ha padecido violencia fÃ­sica y/o sexual? Las medidas de aislamiento debido al COVID-19 pueden aumentar los riesgos de violencia contra las mujeres y las niÃ±as. #RespuestaCOVIDãƒ¼19 #coronavirus #COVID https://t.co/EYlgdqKn95
817,0,El coronavirus no solo es una crisis de salud
818,0,@ernestosamperp Y que el autoritarismo y socialismo tampoco son el camino lo prueban todas las cifras maquilladas de muertos en #China por #coronavirus #COVID__19 y la destruccion total de #Venezuela convertida ahora en el narcoestado que alguna vez Pablo
819,0,âš ï¸ #SabÃ­as que 1 de cada 3 mujeres en AmÃ©rica Latina y el Caribe ha padecido violencia fÃ­sica y/o sexual?  Las medidas de aislamiento debido al COVID-19 pueden aumentar los riesgos de violencia contra las mujeres y las niÃ±as. #RespuestaCOVIDãƒ¼19 #coronavirus #COVID https://t.co/EYlgdqKn95
820,0,âš ï¸ #SabÃ­as que 1 de cada 3 mujeres en AmÃ©rica Latina y el Caribe ha padecido violencia fÃ­sica y/o sexual?Las medidas de aislamiento debido al COVID-19 pueden aumentar los riesgos de violencia contra las mujeres y las niÃ±as. #RespuestaCOVIDãƒ¼19 #coronavirus #COVID https://t.co/EYlgdqKn95
821,0,ðŸŒ #Mundo | La ComisiÃ³n EconÃ³mica para AmÃ©rica Latina y El Caribe (CEPAL) subiÃ³ a su portal el informe sobre los desafÃ­os sociales de la crisis por COVID-19. Los detalles â¬‡ï¸ https://t.co/0RYXKCJ7h3
822,0,El gran aumento de casos de negros hospitalizados o fallecidos por covid-19 ha evidenciado las desigualdades raciales en Brasil. Lee el reportaje de @agenciapublica aquÃ­: https://t.co/lwITvUiaDj
823,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
824,0,Fin del confinamiento por coronavirus: quÃ© puedes hacer para evitar contagiarte de covid-19 en diferentes situaciones https://t.co/vVbc63OIME
825,0,ðŸŒžðŸ˜· Tiempos de pandemia!! #pandemia #covid_19 #covid-19 #coronavirus https://t.co/i4BIGKzye7
826,0,Ecuador registra 3275 muertos por coronavirus y 2144 fallecidos probables por COVID-19-&gt
827,0,Coronavirus: los 10 paÃ­ses que mÃ¡s han gastado en enfrentar la pandemia (y cÃ³mo se ubican los de AmÃ©rica Latina). @bbcmundo. Observar los datos de #Ecuador. #coronavirus #Covid_19 #QuedateEnCasa https://t.co/BRGuLDkl9s
828,0,ðŸ”´Oficializan la muerte del primer mÃ©dico por coronavirus en Chile. ComÃ©ntanos
829,0,ðŸ˜± Un estudio menciona que los chilenos se encuentran entre los ciudadanos que menos cumplen con las medidas sanitarias para prevenir los contagios del Covid-19. ðŸ˜“ Revisa la informaciÃ³n completa haciendo click en el siguiente link ðŸ“² https://t.co/FQ9MUZF6Ih #Chile #Coronavirus https://t.co/hoF6telYZF
830,0,[VIDEO] | La falta de una vacuna o un medicamento 100% efectivo para enfrentar al Covid-19
831,0,"#MÃ©xico, a cinco dÃ­as de que comience la reactivaciÃ³n econÃ³mica y social, destacÃ³ que se ha ""estabilizado"" la mortalidad por el #coronavirus y reiterÃ³ que la curva de contagios se ha aplanado.â–¶ï¸ https://t.co/VcXn67AdQp,"
832,0,Ron Damon - Â¿Seguimos en rojo que parece verde pero es amarillo? ðŸ¤” #cuarentena @ecuabot #Covid_19 #coronavirus #Quito #Ecuador #mipais
833,0,Los expertos seÃ±alaron que la probabilidad de que el virus entre en el sistema de climatizaciÃ³n o extracciÃ³n de aire y se difunda por los conductos es muy baja. https://t.co/4N6LttviDr
834,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
835,0,El peor problema del mundo no es #Covid_19   es la pÃ©sima distribuciÃ³n de riqueza
836,0,Â¿CuÃ¡ndo fue el pico de contagio de coronavirus en #Quito? -&gt
837,0,El coronavirus COVID-19 es solo la 'punta del iceberg' de los virus que pueden afectar al ser humano
838,0,"""Son seis los compaÃ±eros socios del sindicato que han fallecido con enfermedades relacionadas con el Covid-19. Tres socios fallecieron directamente por el coronavirus"", dice en @tomebamba MesÃ­as VicuÃ±a, secretario del Sindicato de Choferes del Azuay. https://t.co/ye584ztIv7 https://t.co/sDeOq7NlzT,"
839,0,#coronavirusenEcuador  El pico de contagio de coronavirus COVID-19 en Quito ya pasÃ³
840,0,#URGENTE | #ECUADOR ðŸ”´Mujer sigue buscando a su #abuelita que muriÃ³ por #coronavirus. En #Guayaquil
841,0,"La aerolÃ­nea Latam, se ha declarado en bancarrota en su paÃ­s de origen, Chile, asÃ­ como en PerÃº, Colombia, Ecuador y Estados Unidos, lo que equivale a declarar el concurso de acreedores, por el ""impacto sin precedentes"" de covid-19. https://t.co/JRKSBJcfUp /EL TIEMPO https://t.co/Im9mYpJO2D,"
842,0,Ya solo falta que nos quiten lo bailado ðŸ™„ #Covid_19 #FelizMiercoles #Ecuador #coronavirus
843,0,ðŸ“ž Si tenÃ©s sÃ­ntomas o dudas del #Coronavirus COVID-19
844,0,"Tras 75 días de aislamiento"""" por pertenecer a un grupo vulnerable ante el covid-19"""" el presidente Lenín Moreno retomó sus actividades oficiales. El primer mandatario"""" de 67 años"""" arribó a Guayaquil"""" hoy. https://t.co/B8VlcXsv5v ? El Comercio https://t.co/0gUMJGEW5r"
845,0,"#DíaDelNiño - Los pequeños del hogar celebran este 1 de junio de 2020 el Día Internacional del Niño"""" confinados en sus hogares por las medidas de seguridad contra el #Covid_19  ¿Qué desean los niños en su día?? https://t.co/e3en3nII2j https://t.co/YtGjp9yeky"
846,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/q8ch7lsRv7"
847,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/oEqX5pKq70"
848,0,??#Nacionales | Familiares de médicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Estado ser indemnizados por daños y perjuicios. Los detalles ?  https://t.co/L8ip7mcZ3S
849,0,"??Si tiene síntomas o dudas del # Coronavirus COVID-19"""" contacte con la línea de atención ciudadana al 148. No te automediques y permanecé en su domicilio    # QuedateEnCasa  # CuidarteEsCuidarnos https://t.co/fjKUoIdAsp"
850,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
851,0,México ya es el séptimo país con más muertes por #coronavirus  en el mundo  Más detalles ???? https://t.co/xRYOgCHKER
852,0,"La CIDH"""" expresa su muestra d alarma por la propagación d Covid-19 en pueblos indígenas amazónicos del Ecuador Kichwa"""" Waorani"""" Achuar"""" Shuar"""" Siekopai y Shiwiar"""" ya q se reguistra 185 casos positivos"""" 10 fallecidos x covid -19 y 3 muertes sospechosas. ?? https://t.co/mNt9F8N46n https://t.co/erKrs3otzy"
853,0,#Atención| Esta es la situación en el Ecuador por Covid-19 (#Coronavirus) según información oficial:  ?39.098 Casos confirmados ?50.462 Casos descartados ?3.900 Casos recuperados ? 3.358 Fallecidos ? 4.476 Alta Hospitalaria ? 11.216 Alta Epidemiológicas https://t.co/GMfCoOPpy8
854,0,Fumadores y vapeadores tienen peor pronóstico frente al #coronavirus  Toda la información ????https://t.co/S9WG2s4M9C
855,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
856,0,?? #ATENCIÓN | #Ecuador registra 3.358 decesos confirmados por coronavirus #Covid19 y otros 2.154 fallecidos con síntomas de la misma enfermedad &gt
857,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/Nhcc4jI7pg"
858,0,Durante la emergencia sanitaria las niñas y los niños pueden estar más expuestos a violencia física y psicológica. La respuesta al COVID-19 debe contar con la dimensión de género.  #MantenteSegura #RespuestaCOVID?19 #coronavirus #RespuestaFeminista https://t.co/sVgYiAdKIV
859,0,?? #Sabías que 1 de cada 3 mujeres en América Latina y el Caribe ha padecido violencia física y/o sexual?  Las medidas de aislamiento debido al COVID-19 pueden aumentar los riesgos de violencia contra las mujeres y las niñas.  #RespuestaCOVID?19 #coronavirus #COVID https://t.co/EYlgdqKn95
860,0,"?? #ATENCIÓN | El número de fallecidos por coronavirus ascendió a 3.334 en Ecuador"""" donde la cifra de contagios confirmados totaliza 38.571"""" es decir 100 casos en las últimas 24 horas.  ? 2.129 fallecidos probables por COVID-19. ?? En Tungurahua hay 68 muertos y 454 contagios. https://t.co/NYdpBmE7J7"
861,0,"#WVEenMedios @revistavistazo """"""""...hasta 85 millones de niños y niñas podrían ser víctimas de violencia física"""" emocional y sexual en los próximos tres meses..."""""""" #COVID19 #coronavirus ?? #CoronavirusEcuador ?? https://t.co/tFvlWmBbOO"
862,0,Con semáforo en amarillo casi toda la industria de #Cuenca se reactiva para salir de su stock ? https://t.co/ls5dywBARl https://t.co/iCu0wH8GmI
863,0,La desinformación puede generar caos durante una situación de emergencia. @worldvisionEC comparte los siguientes tips para identificar noticias falsas o #FakeNews?? ¡Twittea! #QuédateEnCasa?? #NiñezTiernamenteProtegida ?? #CrianzaConTernura en tiempos de COVID-19  #Coronavirus?? https://t.co/boeYx3PoRl
864,0,"#AnálisisdeCoyuntura ????  La emergencia sanitaria por el #SARSCoV2 ha revelado los problemas estructurales del sistema de salud en #Colombia"""" como lo explica el médico e investigador colombiano Manuel Vega: https://t.co/AbzRwo1X0D  #Covid_19 #Coronavirus https://t.co/KZ3yqYEi4K"
865,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/ZrYLTKBepj"
866,0,Identifican dos antiinflamatorios que inhiben la replicación del virus del COVID-19. ? https://t.co/Eamis39lvP https://t.co/ITfXD4T0he
867,0,"¿Por qué #Durán"""" teniendo menos infectados de #coronavirus que #Guayaquil"""" tardó más en cambiar al semáforo amarillo? ? https://t.co/0WAkCKjhDt https://t.co/sJRrYGjvzO"
868,0,Científicos de la Universidad Rovira i Virgili (URV) de Barcelona descubrieron dos fármacos anti inflamatorios que podrían ser el comienzo para crear la vacuna contra el covid-19. https://t.co/mGD8oAOHrE ? Telégrafo https://t.co/EtPDvHOkrS
869,0,#29May #SOSVenezuela @SecPompeo #QuedateEnTuCasa #coronavirus #Covid_19 #COVID?19  ¿PORQUÉ SE COMENZARA A DISMINUIR LA CUARENTENA EN VENEZUELA? @ElNacionalWeb @ReutersVzla @AP_Noticias @Diego_Arria @ResisTemplario @CNNEE https://t.co/B7hUVMCl1q
870,0,?? #Nacionales | Familiares de médicos y enfermeras que han fallecido contagiados de Covid-19 en hospitales exigen al Estado ser indemnizados por daños y perjuicios. Los detalles ? https://t.co/L8ip7mcZ3S
871,0,"En una ciudad de India"""" un grupo de monos se llevaron tres pruebas serológicas para detectar #COVID19"""" lo que provocó el temor de que los primates contribuyan a la propagación del virus. ?? https://t.co/LNf500YVoJ"
872,0,Nada como una deliciosa hamburguesa para culminar la semana ?????? ¡Algo que nunca falla! . . . #PepiDog #ElChamoPepiDog #Ecuador #Daule #Hamburguesa #ComidaRapida #COVID-19 #Cuarentena #Coronavirus #Antojo https://t.co/b3Zh1Ye3Ou
873,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/hRqBHAs61t"
874,0,"Sigue estas instrucciones para evitar la contaminación de tu hogar con el virus COVID-19 ??  Define tres áreas adjuntas"""" si es posible marca cada área con cinta de color   #coronavirus #covid19 #salud #higiene #normas #areas #medicina #quedatencasa https://t.co/4HkyPAWguE"
875,0,"#Urgente?? Ascienden a 396 las personas que han dado positivo al #Covid_19 en la provincia de Chimborazo"""" en #Riobamba ya son 260 personas contagiadas del Coronavirus."
876,0,"?? Si tenés síntomas o dudas del #Coronavirus COVID-19"""" contactate con la línea de atención ciudadana al 148. No te automediques y permanecé en tu domicilio   #QuedateEnCasa #CuidarteEsCuidarnos https://t.co/ovINAudAHk"
